property_id,title,description,area_sqft,location,bedrooms,bathrooms,property_type,amenities,listing_date,image_url,price_usd
UK0086,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2351,"Bristol, UK",3,2,Penthouse,"Central AC, Security System, Backyard, Smart Home System",2024-11-19,https://images.pexels.com/photos/1115804/pexels-photo-1115804.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1020800.0
UK0087,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,5323,"Oxford, UK",3,5,Apartment,"Fireplace, Backyard, Solar Panels, Smart Home System, Security System, Garage",2024-02-22,https://images.pexels.com/photos/323780/pexels-photo-323780.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,852689.0
UK0088,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2731,"Cambridge, UK",5,4,Single Family Home,"Fireplace, Security System, Solar Panels, Swimming Pool, Central AC",2025-02-19,https://images.pexels.com/photos/1974596/pexels-photo-1974596.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1024993.0
UK0089,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2350,"Nottingham, UK",4,2,Condo,"Smart Home System, Garage, Central AC, Backyard, Solar Panels",2025-08-02,https://images.pexels.com/photos/26812639/pexels-photo-26812639.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,555618.0
UK0090,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2936,"Sheffield, UK",2,2,Penthouse,"Walk-in Closet, Swimming Pool, Smart Home System, Solar Panels, Backyard, Security System",2025-08-17,https://images.pexels.com/photos/36006588/pexels-photo-36006588.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,640564.0
UK0091,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2836,"London, UK",6,5,Penthouse,"Solar Panels, Garage, Smart Home System, Swimming Pool, Central AC",2025-08-24,https://images.pexels.com/photos/7031604/pexels-photo-7031604.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1022772.0
UK0092,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1611,"Manchester, UK",6,3,Villa,"Security System, Backyard, Fireplace, Walk-in Closet",2025-02-12,https://images.pexels.com/photos/8963083/pexels-photo-8963083.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,368074.0
UK0093,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1693,"Birmingham, UK",3,5,Villa,"Fireplace, Security System, Garage",2024-03-30,https://images.pexels.com/photos/2079234/pexels-photo-2079234.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,973465.0
UK0094,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2848,"Leeds, UK",2,2,Single Family Home,"Swimming Pool, Security System, Smart Home System, Garage, Backyard, Central AC",2025-11-13,https://images.pexels.com/photos/3665354/pexels-photo-3665354.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,194718.0
UK0095,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4441,"Liverpool, UK",2,3,Apartment,"Security System, Walk-in Closet, Swimming Pool, Fireplace",2025-10-21,https://images.pexels.com/photos/8134846/pexels-photo-8134846.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,594216.0
UK0096,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,3742,"Bristol, UK",5,3,Villa,"Backyard, Security System, Solar Panels, Smart Home System",2025-11-08,https://images.pexels.com/photos/3016321/pexels-photo-3016321.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,822878.0
UK0097,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,5047,"Oxford, UK",4,2,Townhouse,"Swimming Pool, Backyard, Solar Panels, Garage, Security System, Walk-in Closet",2025-04-19,https://images.pexels.com/photos/206172/pexels-photo-206172.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1721337.0
UK0098,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4371,"Cambridge, UK",6,5,Townhouse,"Fireplace, Garage, Walk-in Closet, Solar Panels, Security System",2025-08-04,https://images.pexels.com/photos/7031595/pexels-photo-7031595.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,509477.0
UK0099,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,5055,"Nottingham, UK",3,5,Villa,"Central AC, Security System, Swimming Pool, Smart Home System, Garage, Solar Panels",2024-06-03,https://images.pexels.com/photos/5563473/pexels-photo-5563473.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1166896.0
UK0100,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,5485,"Sheffield, UK",3,3,Penthouse,"Smart Home System, Solar Panels, Fireplace, Central AC, Garage, Security System",2024-12-12,https://images.pexels.com/photos/1022936/pexels-photo-1022936.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1599537.0
UK0101,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1612,"London, UK",2,2,Apartment,"Swimming Pool, Fireplace, Smart Home System, Central AC",2024-10-25,https://images.pexels.com/photos/280229/pexels-photo-280229.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,981912.0
UK0102,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3151,"Manchester, UK",5,5,Condo,"Walk-in Closet, Solar Panels, Security System, Swimming Pool, Central AC, Fireplace",2025-09-18,https://images.pexels.com/photos/7031405/pexels-photo-7031405.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1369434.0
UK0103,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1803,"Birmingham, UK",6,2,Townhouse,"Security System, Backyard, Central AC, Walk-in Closet",2025-03-21,https://images.pexels.com/photos/15827510/pexels-photo-15827510.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,812509.0
UK0104,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2543,"Leeds, UK",4,2,Townhouse,"Fireplace, Smart Home System, Swimming Pool, Solar Panels, Security System, Central AC",2025-05-27,https://images.pexels.com/photos/2972969/pexels-photo-2972969.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,766712.0
UK0105,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,3881,"Liverpool, UK",6,5,Condo,"Backyard, Fireplace, Central AC, Garage",2024-01-11,https://images.pexels.com/photos/5252546/pexels-photo-5252546.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,270717.0
UK0106,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4424,"Bristol, UK",5,2,Condo,"Swimming Pool, Smart Home System, Backyard",2025-02-12,https://images.pexels.com/photos/5644339/pexels-photo-5644339.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1501775.0
UK0107,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,956,"Oxford, UK",2,4,Villa,"Swimming Pool, Solar Panels, Walk-in Closet, Central AC, Smart Home System, Security System",2024-02-02,https://images.pexels.com/photos/323781/pexels-photo-323781.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1628840.0
UK0108,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4887,"Cambridge, UK",3,3,Condo,"Central AC, Security System, Swimming Pool, Fireplace, Walk-in Closet, Garage",2025-06-04,https://images.pexels.com/photos/11549989/pexels-photo-11549989.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,881173.0
UK0109,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4578,"Nottingham, UK",4,3,Apartment,"Backyard, Fireplace, Central AC",2024-09-29,https://images.pexels.com/photos/358636/pexels-photo-358636.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1923772.0
UK0110,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4863,"Sheffield, UK",2,3,Villa,"Solar Panels, Security System, Backyard, Swimming Pool, Garage",2025-04-22,https://images.pexels.com/photos/13203193/pexels-photo-13203193.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1260255.0
UK0111,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1072,"London, UK",2,3,Single Family Home,"Fireplace, Central AC, Solar Panels, Walk-in Closet",2025-03-16,https://images.pexels.com/photos/3571200/pexels-photo-3571200.png?auto=compress&cs=tinysrgb&h=650&w=940,1873790.0
UK0112,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,951,"Manchester, UK",5,2,Villa,"Fireplace, Swimming Pool, Garage, Security System, Walk-in Closet",2024-12-16,https://images.pexels.com/photos/7031407/pexels-photo-7031407.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1909120.0
UK0113,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1928,"Birmingham, UK",6,4,Penthouse,"Garage, Swimming Pool, Fireplace, Backyard, Security System",2025-09-11,https://images.pexels.com/photos/8134817/pexels-photo-8134817.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1594649.0
UK0114,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2870,"Leeds, UK",4,3,Townhouse,"Backyard, Fireplace, Security System",2025-08-12,https://images.pexels.com/photos/7031413/pexels-photo-7031413.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,936596.0
UK0115,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3205,"Liverpool, UK",6,5,Apartment,"Backyard, Fireplace, Security System, Walk-in Closet, Garage",2024-05-24,https://images.pexels.com/photos/26812642/pexels-photo-26812642.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,412401.0
UK0116,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,3222,"Bristol, UK",3,5,Single Family Home,"Walk-in Closet, Swimming Pool, Solar Panels, Smart Home System",2025-02-17,https://images.pexels.com/photos/7587882/pexels-photo-7587882.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,982274.0
UK0117,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,3012,"Oxford, UK",6,4,Townhouse,"Fireplace, Central AC, Walk-in Closet, Garage, Smart Home System, Swimming Pool",2024-12-29,https://images.pexels.com/photos/7031406/pexels-photo-7031406.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,323450.0
UK0118,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,5097,"Cambridge, UK",2,2,Villa,"Smart Home System, Fireplace, Backyard, Swimming Pool",2024-08-23,https://images.pexels.com/photos/323775/pexels-photo-323775.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1963231.0
UK0119,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1633,"Nottingham, UK",2,3,Villa,"Backyard, Garage, Solar Panels, Security System, Swimming Pool, Central AC",2024-06-14,https://images.pexels.com/photos/5213344/pexels-photo-5213344.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,450896.0
UK0120,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,975,"Sheffield, UK",4,5,Villa,"Walk-in Closet, Garage, Security System, Backyard, Solar Panels, Smart Home System",2025-05-07,https://images.pexels.com/photos/18273285/pexels-photo-18273285.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,864459.0
UK0121,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2980,"London, UK",4,3,Villa,"Swimming Pool, Central AC, Garage, Security System, Walk-in Closet",2025-04-01,https://images.pexels.com/photos/7587878/pexels-photo-7587878.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,325190.0
UK0122,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2960,"Manchester, UK",6,5,Townhouse,"Garage, Security System, Backyard",2025-04-21,https://images.pexels.com/photos/8134748/pexels-photo-8134748.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,657860.0
UK0123,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4332,"Birmingham, UK",5,4,Apartment,"Backyard, Fireplace, Central AC, Swimming Pool, Garage",2024-12-30,https://images.pexels.com/photos/13203184/pexels-photo-13203184.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1301759.0
UK0124,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4523,"Leeds, UK",5,3,Single Family Home,"Solar Panels, Garage, Walk-in Closet, Smart Home System, Backyard",2025-03-11,https://images.pexels.com/photos/259588/pexels-photo-259588.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1951479.0
UK0125,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,4857,"Liverpool, UK",5,4,Penthouse,"Solar Panels, Garage, Smart Home System, Walk-in Closet, Security System",2024-05-07,https://images.pexels.com/photos/33162457/pexels-photo-33162457.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,386856.0
UK0126,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2699,"Bristol, UK",6,3,Single Family Home,"Walk-in Closet, Fireplace, Swimming Pool, Backyard, Central AC, Garage",2024-12-26,https://images.pexels.com/photos/2254182/pexels-photo-2254182.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1974054.0
UK0127,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,5209,"Oxford, UK",3,2,Condo,"Walk-in Closet, Fireplace, Swimming Pool, Solar Panels, Backyard, Security System",2024-11-13,https://images.pexels.com/photos/12713155/pexels-photo-12713155.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,971079.0
UK0128,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4546,"Cambridge, UK",6,4,Apartment,"Backyard, Central AC, Swimming Pool, Smart Home System, Solar Panels",2025-02-17,https://images.pexels.com/photos/12119564/pexels-photo-12119564.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,247400.0
UK0129,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2002,"Nottingham, UK",3,5,Townhouse,"Fireplace, Garage, Walk-in Closet, Smart Home System, Central AC, Security System",2025-05-07,https://images.pexels.com/photos/1105754/pexels-photo-1105754.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1588354.0
UK0130,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1538,"Sheffield, UK",4,5,Condo,"Backyard, Security System, Solar Panels, Walk-in Closet",2025-08-08,https://images.pexels.com/photos/164558/pexels-photo-164558.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1514456.0
UK0131,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,941,"London, UK",6,5,Townhouse,"Fireplace, Garage, Central AC, Backyard, Security System, Swimming Pool",2025-09-15,https://images.pexels.com/photos/4832503/pexels-photo-4832503.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1623586.0
