property_id,title,description,price_usd,area_sqft,location,bedrooms,bathrooms,property_type,amenities,listing_date,image_url
USA0087,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1079353,5323,"Atlanta, GA",3,5,Apartment,"Fireplace, Backyard, Solar Panels, Smart Home System, Security System, Garage",2024-02-22,https://images.pexels.com/photos/323780/pexels-photo-323780.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0088,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1297459,2731,"Boston, MA",5,4,Single Family Home,"Fireplace, Security System, Solar Panels, Swimming Pool, Central AC",2025-02-19,https://images.pexels.com/photos/1974596/pexels-photo-1974596.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0089,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,703314,2350,"San Francisco, CA",4,2,Condo,"Smart Home System, Garage, Central AC, Backyard, Solar Panels",2025-08-02,https://images.pexels.com/photos/26812639/pexels-photo-26812639.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0090,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,810841,2936,"San Francisco, CA",2,2,Penthouse,"Walk-in Closet, Swimming Pool, Smart Home System, Solar Panels, Backyard, Security System",2025-08-17,https://images.pexels.com/photos/36006588/pexels-photo-36006588.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0091,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1294648,2836,"Miami, FL",6,5,Penthouse,"Solar Panels, Garage, Smart Home System, Swimming Pool, Central AC",2025-08-24,https://images.pexels.com/photos/7031604/pexels-photo-7031604.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0092,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,465916,1611,"Boston, MA",6,3,Villa,"Security System, Backyard, Fireplace, Walk-in Closet",2025-02-12,https://images.pexels.com/photos/8963083/pexels-photo-8963083.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0093,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1232234,1693,"Chicago, IL",3,5,Villa,"Fireplace, Security System, Garage",2024-03-30,https://images.pexels.com/photos/2079234/pexels-photo-2079234.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0094,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,246479,2848,"Seattle, WA",2,2,Single Family Home,"Swimming Pool, Security System, Smart Home System, Garage, Backyard, Central AC",2025-11-13,https://images.pexels.com/photos/3665354/pexels-photo-3665354.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0095,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,752172,4441,"Atlanta, GA",2,3,Apartment,"Security System, Walk-in Closet, Swimming Pool, Fireplace",2025-10-21,https://images.pexels.com/photos/8134846/pexels-photo-8134846.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0096,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1041618,3742,"Miami, FL",5,3,Villa,"Backyard, Security System, Solar Panels, Smart Home System",2025-11-08,https://images.pexels.com/photos/3016321/pexels-photo-3016321.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0097,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2178907,5047,"New York, NY",4,2,Townhouse,"Swimming Pool, Backyard, Solar Panels, Garage, Security System, Walk-in Closet",2025-04-19,https://images.pexels.com/photos/206172/pexels-photo-206172.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0098,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,644907,4371,"Los Angeles, CA",6,5,Townhouse,"Fireplace, Garage, Walk-in Closet, Solar Panels, Security System",2025-08-04,https://images.pexels.com/photos/7031595/pexels-photo-7031595.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0099,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1477084,5055,"Seattle, WA",3,5,Villa,"Central AC, Security System, Swimming Pool, Smart Home System, Garage, Solar Panels",2024-06-03,https://images.pexels.com/photos/5563473/pexels-photo-5563473.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0100,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2024731,5485,"Austin, TX",3,3,Penthouse,"Smart Home System, Solar Panels, Fireplace, Central AC, Garage, Security System",2024-12-12,https://images.pexels.com/photos/1022936/pexels-photo-1022936.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0101,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1242926,1612,"Chicago, IL",2,2,Apartment,"Swimming Pool, Fireplace, Smart Home System, Central AC",2024-10-25,https://images.pexels.com/photos/280229/pexels-photo-280229.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0102,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1733461,3151,"New York, NY",5,5,Condo,"Walk-in Closet, Solar Panels, Security System, Swimming Pool, Central AC, Fireplace",2025-09-18,https://images.pexels.com/photos/7031405/pexels-photo-7031405.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0103,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1028492,1803,"Boston, MA",6,2,Townhouse,"Security System, Backyard, Central AC, Walk-in Closet",2025-03-21,https://images.pexels.com/photos/15827510/pexels-photo-15827510.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0104,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,970521,2543,"Atlanta, GA",4,2,Townhouse,"Fireplace, Smart Home System, Swimming Pool, Solar Panels, Security System, Central AC",2025-05-27,https://images.pexels.com/photos/2972969/pexels-photo-2972969.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0105,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,342680,3881,"New York, NY",6,5,Condo,"Backyard, Fireplace, Central AC, Garage",2024-01-11,https://images.pexels.com/photos/5252546/pexels-photo-5252546.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0106,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1900981,4424,"Atlanta, GA",5,2,Condo,"Swimming Pool, Smart Home System, Backyard",2025-02-12,https://images.pexels.com/photos/5644339/pexels-photo-5644339.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0107,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2061823,956,"Boston, MA",2,4,Villa,"Swimming Pool, Solar Panels, Walk-in Closet, Central AC, Smart Home System, Security System",2024-02-02,https://images.pexels.com/photos/323781/pexels-photo-323781.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0108,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1115409,4887,"New York, NY",3,3,Condo,"Central AC, Security System, Swimming Pool, Fireplace, Walk-in Closet, Garage",2025-06-04,https://images.pexels.com/photos/11549989/pexels-photo-11549989.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0109,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2435155,4578,"Atlanta, GA",4,3,Apartment,"Backyard, Fireplace, Central AC",2024-09-29,https://images.pexels.com/photos/358636/pexels-photo-358636.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0110,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1595260,4863,"Boston, MA",2,3,Villa,"Solar Panels, Security System, Backyard, Swimming Pool, Garage",2025-04-22,https://images.pexels.com/photos/13203193/pexels-photo-13203193.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0111,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2371886,1072,"Boston, MA",2,3,Single Family Home,"Fireplace, Central AC, Solar Panels, Walk-in Closet",2025-03-16,https://images.pexels.com/photos/3571200/pexels-photo-3571200.png?auto=compress&cs=tinysrgb&h=650&w=940
USA0112,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2416608,951,"Austin, TX",5,2,Villa,"Fireplace, Swimming Pool, Garage, Security System, Walk-in Closet",2024-12-16,https://images.pexels.com/photos/7031407/pexels-photo-7031407.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0113,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2018543,1928,"Boston, MA",6,4,Penthouse,"Garage, Swimming Pool, Fireplace, Backyard, Security System",2025-09-11,https://images.pexels.com/photos/8134817/pexels-photo-8134817.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0114,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1185564,2870,"Chicago, IL",4,3,Townhouse,"Backyard, Fireplace, Security System",2025-08-12,https://images.pexels.com/photos/7031413/pexels-photo-7031413.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0115,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,522026,3205,"Chicago, IL",6,5,Apartment,"Backyard, Fireplace, Security System, Walk-in Closet, Garage",2024-05-24,https://images.pexels.com/photos/26812642/pexels-photo-26812642.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0116,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1243385,3222,"San Francisco, CA",3,5,Single Family Home,"Walk-in Closet, Swimming Pool, Solar Panels, Smart Home System",2025-02-17,https://images.pexels.com/photos/7587882/pexels-photo-7587882.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0117,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,409431,3012,"New York, NY",6,4,Townhouse,"Fireplace, Central AC, Walk-in Closet, Garage, Smart Home System, Swimming Pool",2024-12-29,https://images.pexels.com/photos/7031406/pexels-photo-7031406.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0118,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2485102,5097,"Houston, TX",2,2,Villa,"Smart Home System, Fireplace, Backyard, Swimming Pool",2024-08-23,https://images.pexels.com/photos/323775/pexels-photo-323775.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0119,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,570754,1633,"Austin, TX",2,3,Villa,"Backyard, Garage, Solar Panels, Security System, Swimming Pool, Central AC",2024-06-14,https://images.pexels.com/photos/5213344/pexels-photo-5213344.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0120,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1094252,975,"Austin, TX",4,5,Villa,"Walk-in Closet, Garage, Security System, Backyard, Solar Panels, Smart Home System",2025-05-07,https://images.pexels.com/photos/18273285/pexels-photo-18273285.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0121,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,411633,2980,"New York, NY",4,3,Villa,"Swimming Pool, Central AC, Garage, Security System, Walk-in Closet",2025-04-01,https://images.pexels.com/photos/7587878/pexels-photo-7587878.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0122,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,832734,2960,"Chicago, IL",6,5,Townhouse,"Garage, Security System, Backyard",2025-04-21,https://images.pexels.com/photos/8134748/pexels-photo-8134748.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0123,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1647796,4332,"Chicago, IL",5,4,Apartment,"Backyard, Fireplace, Central AC, Swimming Pool, Garage",2024-12-30,https://images.pexels.com/photos/13203184/pexels-photo-13203184.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0124,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2470226,4523,"San Francisco, CA",5,3,Single Family Home,"Solar Panels, Garage, Walk-in Closet, Smart Home System, Backyard",2025-03-11,https://images.pexels.com/photos/259588/pexels-photo-259588.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0125,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,489691,4857,"Boston, MA",5,4,Penthouse,"Solar Panels, Garage, Smart Home System, Walk-in Closet, Security System",2024-05-07,https://images.pexels.com/photos/33162457/pexels-photo-33162457.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0126,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2498803,2699,"New York, NY",6,3,Single Family Home,"Walk-in Closet, Fireplace, Swimming Pool, Backyard, Central AC, Garage",2024-12-26,https://images.pexels.com/photos/2254182/pexels-photo-2254182.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0127,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1229214,5209,"Seattle, WA",3,2,Condo,"Walk-in Closet, Fireplace, Swimming Pool, Solar Panels, Backyard, Security System",2024-11-13,https://images.pexels.com/photos/12713155/pexels-photo-12713155.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0128,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,313165,4546,"Chicago, IL",6,4,Apartment,"Backyard, Central AC, Swimming Pool, Smart Home System, Solar Panels",2025-02-17,https://images.pexels.com/photos/12119564/pexels-photo-12119564.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0129,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2010575,2002,"Austin, TX",3,5,Townhouse,"Fireplace, Garage, Walk-in Closet, Smart Home System, Central AC, Security System",2025-05-07,https://images.pexels.com/photos/1105754/pexels-photo-1105754.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0130,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1917033,1538,"Houston, TX",4,5,Condo,"Backyard, Security System, Solar Panels, Walk-in Closet",2025-08-08,https://images.pexels.com/photos/164558/pexels-photo-164558.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0131,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2055172,941,"Chicago, IL",6,5,Townhouse,"Fireplace, Garage, Central AC, Backyard, Security System, Swimming Pool",2025-09-15,https://images.pexels.com/photos/4832503/pexels-photo-4832503.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0132,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1869602,2487,"Chicago, IL",3,3,Townhouse,"Smart Home System, Garage, Central AC",2025-06-28,https://images.pexels.com/photos/5644257/pexels-photo-5644257.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
